id,level,word,meaning_en,meaning_tr,meaning_es,full_entry,article,pos,plural,forms,examples,page
b1_2944,B1,"die Terrasse, -n","die Terrasse, -n","teras, -n","la terraza, -n","die Terrasse, -n",die,noun,-n,,Setzen wir uns auf die Terrasse!,86
b1_2945,B1,"testen, testet, testete,","test, tested, tested","test edildi, test edildi, test edildi","prueba, probado, probado","testen, testet, testete,",,word,,hat getestet,Testen Sie unsere Angebote kostenlos.,86
b1_2946,B1,"der Test, -s","the test, -s","test, -s","la prueba, -s","der Test, -s",der,noun,-s,,Ich bin ganz sicher: Du wirst den Test schaffen.,86
b1_2947,B1,teuer,expensive,masraflı,caro,teuer,,word,,,Ich finde das Geschäft nicht teuer.,86
b1_2948,B1,"der Text, -e","the text, -e","metin, -e","el texto, -e","der Text, -e",der,noun,-e,,Lesen Sie den Text.,86
b1_2949,B1,"das Theater, -","the theater, -","tiyatro, -","el teatro, -","das Theater, -",das,noun,-,,Wir gehen nächste Woche ins Theater.,86
b1_2950,B1,"das Thema, Themen","the topic, topics","konu, konular","el tema, temas","das Thema, Themen",das,noun,Themen,,Wir haben im Kurs viel über das Thema Umwelt gesprochen.,86
b1_2951,B1,theoretisch,theoretically,teorik olarak,teóricamente,theoretisch,,adjective,,,Ich habe die theoretische Prüfung be- standen. || Nach der praktischen habe ich den Führerschein.,86
b1_2952,B1,"die Theorie, -n","the theory, -n","teori, -n","la teoría, -n","die Theorie, -n",die,noun,-n,,Das ist die Theorie. || In der Praxis ist vieles ganz anders.,86
b1_2953,B1,"die Therapie, -n","the therapy, -n","terapi, -n","la terapia, -n","die Therapie, -n",die,noun,-n,,Die Therapie hat geholfen. || Es geht mir schon viel besser.,86
b1_2954,B1,"das Ticket, -s","the ticket, -s","bilet, -s","el billete, -s","das Ticket, -s 1.",das,noun,-s 1.,,Wir müssen die Tickets für unseren Flug ausdrucken. || Ich kaufe heute Tickets für das Konzert.,86
b1_2955,B1,tief,deep,derin,profundo,tief 1.,,word,,,"Vorsicht, Kinder! || Das Wasser ist hier sehr tief. || Der Schrank ist drei Meter breit und 60 Zentimeter tief. || Bitte jetzt tief einatmen!",86
b1_2956,B1,"das Tier, -e","the animal, -e","hayvan, -e","el animal, -e","das Tier, -e",das,noun,-e,,Er mag Tiere sehr und geht darum oft in den Zoo.,86
b1_2957,B1,"das Haustier, -e","the pet, -e","evcil hayvan, -e","la mascota, -e","das Haustier, -e",das,noun,-e,,"Hat deine Familie ein Haustier? − Ja, wir haben einen Hund.",87
b1_2958,B1,"der Tierpark, -s","the zoo, -s","hayvanat bahçesi, -s","el zoológico, -s","der Tierpark, -s",der,noun,-s,,Wollen wir am Samstag mit den Kindern in den Tierpark gehen?,87
b1_2959,B1,"der Tipp, -s","the tip, -s","ipucu, -s","la punta, -s","der Tipp, -s",der,noun,-s,,Kannst du mir einen Tipp geben? || Wo finde ich billige Möbel?,87
b1_2960,B1,"tippen, tippt, tippte, hat","tap, tap, tapped, has","dokunun, dokunun, dokunuldu, var","toque, toque, toque, tiene","tippen, tippt, tippte, hat",,word,,,Wie schnell kannst du tippen?,87
b1_2961,B1,getippt,typed,yazılan,mecanografiado,getippt,,word,,,,87
b1_2962,B1,"der Tisch, -e","the table, -e","tablo, -e","la mesa, -e","der Tisch, -e",der,noun,-e,,Das Essen steht schon auf dem Tisch.,87
b1_2963,B1,"der Titel, -","the title, -","başlık, -","el título, -","der Titel, - 1.",der,noun,- 1.,,"Wie heißt der Film? || – Ich weiß den Titel nicht mehr. || Haben Sie einen Titel? || – Ja, Doktor.",87
b1_2964,B1,"die Tochter, ¨-",the daughter-,kızı-,la hija-,"die Tochter, ¨-",die,noun,¨-,,Das ist meine Tochter Katharina.,87
b1_2965,B1,der Tod,the death,ölüm,la muerte,der Tod,der,noun,,,Ich habe ihn vor seinem Tod noch einmal gesehen.,87
b1_2966,B1,tödlich,tödlich,ölümcül,fatal,tödlich,,adjective,,,Dieses Gift kann für den Menschen tödlich sein.,87
b1_2967,B1,"die Toilette, -n","the toilet, -n","tuvalet, -n","el baño, -n","die Toilette, -n",die,noun,-n,,"Wo ist die Toilette, bitte?",87
b1_2968,B1,tolerant,tolerant,hoşgörülü,tolerante,tolerant,,word,,,Die Nachbarn hören oft laut Musik. || Wir müssen sehr tolerant sein.,87
b1_2969,B1,toll,great,Harika,excelente,toll 1.,,word,,,Ich habe mir ein tolles Kleid gekauft. || Unser Urlaub war toll.,87
b1_2970,B1,"→A: die Tomate, -n Pa-","→A: the tomato, -n Pa-","→A: domates, -n Pa-","→A: el tomate, -n Pa-","→A: die Tomate, -n Pa-",,other,,,Kauf bitte noch Tomaten auf dem,87
b1_2971,B1,radeiser,radeiser,radeiser,radeiser,radeiser,,word,,,Markt.,87
b1_2972,B1,"der Topf, ¨-e (D, A) →CH:","the pot, ¨-e (D, A) →CH:","kap, ¨-e (D, A) →CH:","la olla, ¨-e (D, A) →CH:","der Topf, ¨-e (D, A) →CH: 1.",der,noun,"¨-e (D, A) →CH: 1.",,Dieses Jahr haben wir keine Töpfe mit,87
b1_2973,B1,Pfanne,Pan,Tava,Cacerola,Pfanne,,noun,,,Blumen auf dem Balkon. || Hast du keinen größeren Topf? || Ich möchte Kartoffeln kochen. →(CH: Pfanne),87
b1_2974,B1,"das Tor, -e","the gate, -e","kapı, -e","la puerta, -e","das Tor, -e 1.",das,noun,-e 1.,,Hinter dem Tor geht es zur Fabrik. || Die Mannschaft konnte vier Tore schießen.,87
b1_2975,B1,"die Torte, -n","the cake, -n","pasta, -n","el pastel, -n","die Torte, -n",die,noun,-n,,Zum Geburtstag backe ich dir eine Torte.,87
b1_2976,B1,tot,dead,ölü,muerto,tot,,word,,,Meine Großeltern sind schon lange tot.,87
b1_2977,B1,"der Tote, -n","the dead, -n","ölüler, -n","los muertos, -n","der Tote, -n",der,noun,-n,,Bei dem Unfall gab es zwei Tote.,87
b1_2978,B1,"die Tote, -n","the dead, -n","ölüler, -n","los muertos, -n","die Tote, -n",die,noun,-n,,,87
b1_2979,B1,total,total,toplam,total,total,,word,,,Der Film war total langweilig.,87
b1_2980,B1,der Tourismus,tourism,turizm,turismo,der Tourismus,der,noun,,,In dieser Gegend gibt es viel Tourismus.,87
b1_2981,B1,"der Tourist, -en","the tourist, -en","turist, -tr",el turista,"der Tourist, -en",der,noun,-en,,Es kommen immer mehr Touristen in,87
b1_2982,B1,"die Touristin, -nen","the tourist, -nen","turist, -nen","el turista, -nen","die Touristin, -nen",die,noun,-nen,,unsere Stadt.,87
b1_2983,B1,"die Tradition, -en","the tradition, -en","gelenek, -tr","la tradición, -es","die Tradition, -en",die,noun,-en,,Eine große Hochzeit mit vielen Leuten ist bei uns Tradition.,87
b1_2984,B1,traditionell,traditional,geleneksel,tradicional,traditionell,,word,,,Ich mag die traditionelle Küche.,87
b1_2985,B1,"tragen, trägt, trug,","carry, carries, wore","taşıyor, taşıyor, giyiyor","llevar, llevar, llevar","tragen, trägt, trug, 1.",,word,,hat getragen,Lass mich den Koffer tragen. || Der ist zu || schwer für dich. || Mein Bruder trägt eine Brille. || Die Kosten trägt die Krankenkasse.,87
b1_2986,B1,"trainieren, trainiert,","train, trained","tren, eğitilmiş","entrenar, entrenado","trainieren, trainiert,",,word,,,Wir trainieren einmal pro Woche im,87
b1_2987,B1,"trainierte, hat trainiert","trained, has trained","eğitilmiş, eğitilmiş","entrenado, ha entrenado","trainierte, hat trainiert",,word,,,Sportverein.,87
b1_2988,B1,"der Trainer, -","the coach, -","koç, -","el entrenador, -","der Trainer, -",der,noun,-,,Ich finde unseren Trainer sehr nett.,87
b1_2989,B1,"die Trainerin, -nen","the trainer, -nen","eğitmen, -nen","el entrenador, -nen","die Trainerin, -nen",die,noun,-nen,,,87
b1_2990,B1,"das Training, -s1.","the training, -s1.","eğitim, -s1.","el entrenamiento, -s1.","das Training, -s1.",das,noun,-s1.,,Jeden Dienstag ist Training. || Ich gehe jede Woche zum Training.,87
b1_2991,B1,"das Tram, -s →D,","the tram, -s →D","tramvay, -s →D","el tranvía, -s →D","das Tram, -s →D,",das,noun,"-s →D,",,Fahren wir mit dem Tram oder dem,87
b1_2992,B1,A: Straßenbahn,A: Tram,C: Tramvay,R: tranvía,A: Straßenbahn,,noun,,,Bus?,87
b1_2993,B1,"die Träne, -n","the tear, -n","gözyaşı, -n","la lágrima, -n","die Träne, -n",die,noun,-n,,Sie trocknet dem Kind die Tränen.,87
b1_2994,B1,"transportieren, trans-","transport, trans-","transportieren, trans-","transporte, transporte","transportieren, trans-",,word,,,Wie willst du die Möbel denn,87
b1_2995,B1,"portiert, transportierte,","ported, transported","taşınan, nakledilen","portado, transportado","portiert, transportierte,",,word,,hat transportiert,transportieren?,87
b1_2996,B1,"der Transport, -e","the transport, -e","taşıma, -e","el transporte, -e","der Transport, -e",der,noun,-e,,Was kostet der Transport?,87
b1_2997,B1,"träumen, träumt, träumte,","dream, dream, dream","rüya, rüya, rüya","soñar, soñar, soñar","träumen, träumt, träumte, 1.",,word,,hat geträumt,Ich habe schlecht geträumt. || Ich träume von einem großen Haus mit Garten.,87
b1_2998,B1,"der Traum, ¨-e","the dream, ¨-e","rüya, ¨-e","el sueño, ¨-e","der Traum, ¨-e",der,noun,¨-e,,Mein Traum ist ein eigenes Geschäft.,87
b1_2999,B1,Traum-,Dream-,Rüya-,Sueño-,Traum-,,noun,,,Mein Traumberuf ist Feuerwehrmann.,87
b1_3000,B1,traurig,sad,üzgün,triste,traurig 1.,,adjective,,,Ich bin traurig. || Ich darf nicht mitfahren. || Das war ein sehr trauriger Film.,87
b1_3001,B1,"treffen, trifft, traf,","hit, hit, hit","vur, vur, vur","golpear, golpear, golpear","treffen, trifft, traf, 1.",,word,,hat getroffen,Wir treffen uns immer freitags. || Ich habe Petra zufällig in der Stadt getroffen.,87
b1_3002,B1,"der Treffpunkt, -e","the meeting point, -e","buluşma noktası, -e","el punto de encuentro, -e","der Treffpunkt, -e",der,noun,-e,,Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.,87
b1_3003,B1,"treiben, treibt, trieb, hat","drive, drives, drove, has","sürmek, sürmek, sürmek, sahip olmak","conduce, conduce, conduce, tiene","treiben, treibt, trieb, hat",,word,,,Welchen Sport treibst du?,87
b1_3004,B1,getrieben,driven,tahrikli,conducido,getrieben,,verb,,,,87
b1_3005,B1,(sich) trennen,(separate,(ayırmak,(separado,"(sich) trennen, trennt, 1.",,verb,,"trennt, 1.",Wir leben getrennt.,87
b1_3006,B1,"trennte, hat getrennt","separated, has separated","ayrılmış, ayrılmış","separado, se ha separado","trennte, hat getrennt 2.",,word,,,Meine Freundin und ihr Mann haben sich getrennt. || Wir müssen den Müll trennen. || Das kommt zum Altpapier.,87
b1_3007,B1,"die Trennung, -en1.","the separation, -en1.","ayırma, -en1.","la separación, -en1.","die Trennung, -en1.",die,noun,-en1.,,"Die Trennung von der Familie war schwierig. || Meine Kollegin ist noch nicht geschieden, aber sie lebt in Trennung.",87
b1_3008,B1,getrennt leben,live separately,ayrı yaşamak,vivir separados,getrennt leben,,verb,,,Ich lebe getrennt von meiner Frau.,87
b1_3009,B1,"die Treppe, -n (D, CH) →A:","the stairs, -n (D, CH) →A:","merdivenler, -n (D, CH) →A:","las escaleras, -n (D, CH) →A:","die Treppe, -n (D, CH) →A: 1.",die,noun,"-n (D, CH) →A: 1.",,Wo ist die Toilette? || – Die Treppe hoch,88
b1_3010,B1,Stiege,Stairs,Merdiven,Escaleras,Stiege,,noun,,,und dann links. || Meine Oma kann nicht gut Treppen steigen.,88
b1_3011,B1,"das Treppenhaus, ¨-er (D,","the staircase, ¨-er (D","merdiven, ¨-er (D","la escalera, ¨-er (D","das Treppenhaus, ¨-er (D,",das,noun,"¨-er (D,",,Im Treppenhaus ist kein Licht.,88
b1_3012,B1,→A: CH) Stiegenhaus,→A: CH) Staircase,→A: CH) Merdiven,→A: CH) Escalera,→A: CH) Stiegenhaus,,other,,,,88
b1_3013,B1,"treten, tritt, trat,","kick, kick, kicked","tekme, tekme, tekme","patada, patada, patada","treten, tritt, trat, 1.",,word,,hat/ist getreten,Ich bin in ein Stück Glas getreten. || Au! || Du hast mich getreten!,88
b1_3014,B1,treu,faithful,sadık,fiel,treu,,word,,,Herr Maier ist ein treuer Kunde von uns.,88
b1_3015,B1,"trinken, trinkt, trank,","drink, drink, drank","içmek, içmek, içtim","beber, beber, bebió","trinken, trinkt, trank,",,word,,hat getrunken,Trinken Sie einen Tee mit uns?,88
b1_3016,B1,"das Trinkgeld, -er","the tip, -er","ipucu, -er","la punta, -er","das Trinkgeld, -er",das,noun,-er,,Ich habe dem Kellner zwei Euro Trinkgeld gegeben.,88
b1_3017,B1,trocken,dry,kuru,seco,trocken 1.,,word,,,Die Wäsche ist noch nicht trocken. || Hoffentlich regnet es bald. || Alles ist ganz trocken. || Bitte einen trockenen Wein.,88
b1_3018,B1,"trocknen, trocknet,","dry, dries","kurur, kurur","seco, seco","trocknen, trocknet, 1.",,word,,,Ich habe mir die Haare getrocknet.,88
b1_3019,B1,"trocknete,",dried,kurutulmuş,seco,"trocknete, 2.",,word,,hat/ist getrocknet,Die Farbe ist schnell getrocknet.,88
b1_3020,B1,die Tropfen (Pl.),the drops (pl.),damlalar (pl.),las gotas (pl.),die Tropfen (Pl.) 1.,die,noun,,,Hast du die Tropfen schon genommen? || Wegen der paar Regentropfen brauchst du doch keinen Schirm.,88
b1_3021,B1,"→ das Trottoir, -s (CH)","→ the sidewalk, -s (CH)","→ kaldırım, -s (CH)","→ la acera, -s (CH)","→ das Trottoir, -s (CH)",,other,,,Das Velofahren auf dem Trottoir ist,88
b1_3022,B1,"Gehsteig (D, A)","Sidewalk (D, A)","Kaldırım (D, A)","Acera (D, A)","Gehsteig (D, A)",,noun,,,nicht erlaubt.,88
b1_3023,B1,trotz,despite,aksine,a pesar de,trotz,,word,,,Trotz Grippe bin ich zur Arbeit gegangen.,88
b1_3024,B1,trotzdem,despite it,buna rağmen,a pesar de ello,trotzdem,,word,,,Es war ziemlich kalt. || Trotzdem bin ich schwimmen gegangen.,88
b1_3025,B1,"das Tuch, ¨-er","the cloth, ¨-er","kumaş, ¨-er","la tela, ¨-er","das Tuch, ¨-er 1.",das,noun,¨-er 1.,,Wo hast du dieses schöne Tuch gekauft? || Die Handtücher sind im Schrank ganz oben. || Hast du ein Taschentuch für mich?,88
b1_3026,B1,"tun, tut, tat, hat getan","do, does, did, did","yap, yap, yap, yap","hacer, hace, hizo, hizo","tun, tut, tat, hat getan 1.",,word,,,Ich habe heute viel zu tun. || Was kann ich für Sie tun? || Ich habe zu viel Zucker in den Kaffee getan. || Es tut mir leid. || Ich kann nicht kommen. || Der Arm tut mir weh. || Ich habe endlich mal ausgeschlafen. || Das hat gut getan.,88
b1_3027,B1,"die Tür, -en","the door, -en","kapı, -tr",la puerta,"die Tür, -en",die,noun,-en,,Machen Sie bitte die Tür zu! || Es zieht.,88
b1_3028,B1,"der Turm, ¨-e","the tower, ¨-e","kule, ¨-e","la torre, ¨-e","der Turm, ¨-e",der,noun,¨-e,,"Kommen Sie auf den Turm, von hier sieht man die ganze Stadt.",88
b1_3029,B1,"die Tüte, -n","the bag, -n","çanta, -n","la bolsa, -n","die Tüte, -n",die,noun,-n,,Brauchen Sie eine Tüte für den Salat?,88
b1_3030,B1,"der Typ, -en","the guy, -en","adam, -tr","el chico, -es","der Typ, -en 1.",der,noun,-en 1.,,Mein Nachbar ist ein netter Typ. || Was für ein Typ bist du? || Was machst du gerne? || Kennen Sie sich mit den verschiedenen Typen aus? || Auch mit meinem Auto?,88
b1_3031,B1,typisch1.,typical1.,tipik1.,típico1.,typisch1.,,word,,,"Im Hotel gab es typisch deutsches Essen. || Er kommt wieder zu spät, das ist typisch. || Diese Musik ist typisch für dieses Land.",88
b1_3032,B1,"die U-Bahn, -en","the subway, -en","metro, -tr",el metro,"die U-Bahn, -en",die,noun,-en,,Ich fahre mit der U-Bahn.,88
b1_3033,B1,üben,practice,pratik,práctica,üben,,verb,,,Ich lerne gerade Gitarre spielen. || Ich übe jeden Tag zwei Stunden.,88
b1_3034,B1,"die Übung, -en1.","the exercise, -en1.","alıştırma, -en1.","el ejercicio, -en1.","die Übung, -en1.",die,noun,-en1.,,Diese Übung war sehr schwer. || Ich fahre nicht oft Auto. || Mir fehlt die Übung.,88
b1_3035,B1,über,above,üstünde,arriba,über 1.,,preposition,,,"Die Müllers wohnen direkt über uns. || Pass bitte auf, wenn du über die Straße gehst. || Fahren Sie über Stuttgart oder über Würzburg? || Übers Wochenende fahren wir in die Berge. || Kinder über zehn Jahre müssen voll bezahlen. || Ich suche ein Buch über die deutsche Küche.",88
b1_3036,B1,überall,everywhere,her yer,en todos lados,überall,,word,,,"Ich habe überall gesucht, aber meine Brille ist weg.",88
b1_3037,B1,"überfahren, überfährt,","run over, run over","üzerinden geçmek, üzerinden geçmek","atropellar, atropellar","überfahren, überfährt,",,word,,,Gestern hat ein Autofahrer einen Hund,88
b1_3038,B1,überfuhr,drove over,arabayla geçti,condujo sobre,"überfuhr, hat überfahren",,verb,,hat überfahren,überfahren.,88
b1_3039,B1,überhaupt,at all,hiç,en absoluto,überhaupt 1.,,word,,,Die Suppe schmeckt mir überhaupt nicht. || Tut mir leid. || Ich habe überhaupt keine Zeit. || Du willst mit meinem Auto fahren? || Hast du überhaupt einen Führerschein?,88
b1_3040,B1,"überholen, überholt,","overtake, overtaken","sollamak, geçmek","adelantar, adelantar","überholen, überholt,",,word,,,Hier dürfen Lkws nicht überholen.,88
b1_3041,B1,"überholte, hat überholt","overtaken, has overtaken","geçti, geçti","superado, ha superado","überholte, hat überholt",,word,,,,88
b1_3042,B1,"überlegen, überlegt,","consider, consider","düşünmek, düşünmek","considerar, considerar","überlegen, überlegt, 1.",,word,,,Ich kann mich nicht entscheiden. || Ich,88
b1_3043,B1,"überlegte, hat überlegt","thought about it, thought about it","bunu düşündüm, düşündüm","lo pensé, lo pensé","überlegte, hat überlegt",,word,,,"muss mir das noch überlegen. || Ich habe mir überlegt, ein Auto zu kaufen.",88
b1_3044,B1,übermorgen,the day after tomorrow,übermorgen,pasado mañana,übermorgen,,verb,,,Morgen kann ich nicht. || Wir sehen uns übermorgen.,89
b1_3045,B1,"übernachten, übernachtet,","stay overnight, stay overnight","gece kal, gece kal","pasar la noche, pasar la noche","übernachten, übernachtet,",,word,,,Wir haben auf dem Campingplatz,89
b1_3046,B1,"übernachtete,",stayed overnight,gece kaldı,Pasó la noche,"übernachtete,",,word,,hat übernachtet,übernachtet.,89
b1_3047,B1,"die Übernachtung, -en","the overnight stay, -en","gecelik konaklama, -tr","la pernoctación, -es","die Übernachtung, -en",die,noun,-en,,In diesem Hotel kostet die Übernach- tung mit Frühstück 90 Euro.,89
b1_3048,B1,"übernehmen, übernimmt,","take over, take over","devralmak, devralmak","hacerse cargo, hacerse cargo","übernehmen, übernimmt,",,word,,,Ich habe das Geschäft von meinem,89
b1_3049,B1,"übernahm,",took over,devraldı,se hizo cargo,"übernahm,",,word,,hat übernommen.,Vater übernommen.,89
b1_3050,B1,"überprüfen, überprüft,","überprüfen, überprüft,","kontrol et, kontrol ettim","comprobar, comprobado","überprüfen, überprüft,",,word,,,"Bitte überprüfen Sie, ob Ihr Name",89
b1_3051,B1,"überprüfte, hat überprüft","checked, has checked","kontrol edildi, kontrol edildi","comprobado, ha comprobado","überprüfte, hat überprüft",,word,,,richtig geschrieben ist.,89
b1_3052,B1,"überqueren, überquert,","cross, crossed","çapraz, çapraz","cruzar, cruzar","überqueren, überquert,",,word,,,Bitte die Straße nur an der Ampel,89
b1_3053,B1,"überquerte, hat überquert","crossed, has crossed","geçti, geçti","cruzó, ha cruzado","überquerte, hat überquert",,word,,,überqueren.,89
b1_3054,B1,"überraschen, überrascht,","surprise, surprised","sürpriz, şaşırmış","sorpresa, sorprendido","überraschen, überrascht,",,word,,,"Ich bin ganz überrascht, dass die",89
b1_3055,B1,"überraschte,",surprised,şaşırmış,sorprendido,"überraschte,",,word,,hat überrascht,Wohnung so billig ist.,89
b1_3056,B1,"die Überraschung,-en1.","the surprise,-en1.","sürpriz,-tr1.","la sorpresa,-en1.","die Überraschung,-en1.",die,noun,-en1.,,"Ich habe eine Überraschung für dich. || Das ist ja eine Überraschung. || Ich dachte, du bist im Urlaub.",89
b1_3057,B1,"überreden, überredet,","persuade, persuaded","ikna etmek, ikna etmek","persuadir, persuadir","überreden, überredet,",,word,,,"Zuerst wollte ich nicht, aber mein",89
b1_3058,B1,"überredete, hat überredet","persuaded, persuaded","ikna edilmiş, ikna edilmiş","persuadido, persuadido","überredete, hat überredet",,word,,,"Bruder hat mich überredet, einen Englischkurs zu machen.",89
b1_3059,B1,"die Überschrift, -en","the heading, -en","başlık, -tr","el encabezado, -en","die Überschrift, -en 1.",die,noun,-en 1.,,Der Artikel erschien unter der folgen- den Überschrift: „…“ || Die Überschrift passt überhaupt nicht zum Inhalt des Artikels.,89
b1_3060,B1,"übersetzen, übersetzt,","translate, translated","tercüme etmek, tercüme etmek","traducir, traducido","übersetzen, übersetzt,",,word,,,Können Sie mir bitte diesen Brief,89
b1_3061,B1,"übersetzte, hat übersetzt","translated, has translated","tercüme etti, tercüme etti","traducido, ha traducido","übersetzte, hat übersetzt",,word,,,übersetzen?,89
b1_3062,B1,"der Übersetzer, -","the translator, -","çevirmen, -","el traductor, -","der Übersetzer, -",der,noun,-,,Meine Tochter möchte als Übersetzerin,89
b1_3063,B1,"die Übersetzerin, -nen","the translator, -nen","çevirmen, -nen","el traductor, -nen","die Übersetzerin, -nen",die,noun,-nen,,arbeiten.,89
b1_3064,B1,"die Übersetzung, -en","the translation, -en","çeviri, -en","la traducción, -en","die Übersetzung, -en",die,noun,-en,,Die Übersetzung des Buches ist sehr gut.,89
b1_3065,B1,"die Überstunde, -n","the overtime, -n","fazla mesai, -n","las horas extras, -n","die Überstunde, -n",die,noun,-n,,Ich muss heute Überstunden machen.,89
b1_3066,B1,über-,above-,üstünde-,arriba-,über-,,preposition,,,,89
b1_3067,B1,"übertreiben, übertreibt,","exaggerate, exaggerate","abartmak, abartmak","exagerar, exagerar","übertreiben, übertreibt,",,word,,,Ein bisschen Sport ist gesund. || Aber,89
b1_3068,B1,übertrieb,exaggerated,abartılı,exagerado,"übertrieb, hat übertrieben",,verb,,hat übertrieben,man sollte es nicht übertreiben.,89
b1_3069,B1,"überweisen, überweist,","transfer, transfer","aktarma, aktarma","transferir, transferir","überweisen, überweist, 1.",,word,,,Ich überweise dir das Geld.,89
b1_3070,B1,"überwies, hat überwiesen","transferred, has transferred","überwies, hat überwiesen","transferido, ha transferido","überwies, hat überwiesen 2.",,word,,,Der Arzt hat mich ins Krankenhaus überwiesen.,89
b1_3071,B1,"die Überweisung, - en1.","the transfer, - en1.","aktarım, - en1.","la transferencia, - en1.","die Überweisung, - en1.",die,noun,- en1.,,Sie können bar oder per Überweisung bezahlen. || Der Hausarzt hat mir eine Über- weisung fürs Krankenhaus gegeben.,89
b1_3072,B1,(sich) überzeugen,convince (oneself).,(kendini) ikna etmek.,convencer (a uno mismo).,"(sich) überzeugen, 1.",,verb,,1.,Ihr Vorschlag überzeugt mich gar nicht.,89
b1_3073,B1,"überzeugt, überzeugte,","convinced, convinced","ikna olmuş, ikna olmuş","convencido, convencido","überzeugt, überzeugte, 2.",,word,,hat überzeugt,"Ich bin fest davon überzeugt, dass || meine Entscheidung richtig ist.",89
b1_3074,B1,"die Überzeugung, -en","the conviction, -en","mahkumiyet, -tr","la convicción, -es","die Überzeugung, -en",die,noun,-en,,Wie bist du zu dieser Überzeugung gekommen?,89
b1_3075,B1,üblich,usual,olağan,habitual,üblich,,adjective,,,"In Deutschland ist es üblich, früh zu Abend zu essen.",89
b1_3076,B1,übrig,left over,kalan,sobrante,übrig,,adjective,,,Ist noch etwas zu essen übrig?,89
b1_3077,B1,übrigens,by the way,Bu arada,por cierto,übrigens,,word,,,"Übrigens, kennst du schon die neuen Nachbarn?",89
b1_3078,B1,"das Ufer, -","das Ufer, -","kıyı, -","la orilla, -","das Ufer, - 1.",das,noun,- 1.,,Er schwimmt ans Ufer zurück. || Am Seeufer ist es schön spazieren zu gehen.,89
b1_3079,B1,"die Uhr, -en","the clock, -en","saat, -tr","el reloj, -es","die Uhr, -en 1.",die,noun,-en 1.,,Wie viel Uhr ist es? || Es ist vier Uhr. || Um wie viel Uhr müssen wir gehen? || Meine Uhr ist stehen geblieben.,89
b1_3080,B1,um,around,etrafında,alrededor,um 1.,,preposition,,,Wir treffen uns um 8 Uhr. || Die Apotheke ist gleich um die Ecke. || Die Benzinpreise sind schon wieder um 3 % gestiegen.,89
b1_3081,B1,"umarmen, umarmt,","hug, hug","sarılmak, sarılmak","abrazo, abrazo","umarmen, umarmt,",,word,,,Lass dich zum Abschied umarmen.,89
b1_3082,B1,"umarmte, hat umarmt","hugged, has hugged","sarıldı, sarıldı","abrazó, ha abrazado","umarmte, hat umarmt",,word,,,,89
b1_3083,B1,um … zu,in order to,için,con el fin de,um … zu,,preposition,,,"Um gesund zu bleiben, musst du Sport machen und Gemüse essen.",89
b1_3084,B1,(sich) umdrehen,(to) turn around,arkanı dönmek,(dar) la vuelta,"(sich) umdrehen, dreht 1.",,verb,,dreht 1.,Dreh dich mal um. || Da hinten liegt das,89
b1_3085,B1,"um, drehte um,","around, turned around","etrafında, döndü","alrededor, volteado","um, drehte um,",,preposition,,hat umgedreht,Buch doch. || Dreh das Blatt um; die Lösung steht auf der Rückseite.,89
b1_3086,B1,"die Umfrage, -n","the survey, -n","anket, -n","la encuesta, -n","die Umfrage, -n",die,noun,-n,,Wir machen eine Umfrage zum Thema Umweltschutz.,89
b1_3087,B1,"die Umgebung, -en","the environment, -en","çevre, -tr","el medio ambiente, -es","die Umgebung, -en",die,noun,-en,,In der Umgebung von Berlin kann man schöne Ausflüge machen.,89
b1_3088,B1,"umgehen, geht um,","deal with, goes around","uğraşmak, dolaşmak","tratar con, dar vueltas","umgehen, geht um,",,word,,,Er kann sehr gut mit Kindern umgehen.,89
b1_3089,B1,ging um,went around,etrafta dolaştı,dio la vuelta,"ging um, ist umgegangen",,verb,,ist umgegangen,,89
b1_3090,B1,umgekehrt,vice versa,tersine,viceversa,umgekehrt,,word,,,"Nein, umgekehrt: erst der Vorname, dann der Nachname.",89
b1_3091,B1,"die Umleitung, -en","the diversion, -en","oyalama, -tr","el desvío, -es","die Umleitung, -en",die,noun,-en,,Es gibt wegen des Unfalls eine Umleitung.,89
b1_3092,B1,umso,all the more,daha da fazlası,más aún,umso 1.,,word,,,"Je früher wir dort sind, umso besser sind unsere Chancen auf einen guten Sitzplatz. || Ich kann dir nicht nur heute, sondern auch morgen helfen. || – Umso besser!",89
b1_3093,B1,umsonst,for free,ücretsiz,gratis,umsonst 1.,,word,,,"Ich musste nichts bezahlen. || Die Reparatur war umsonst. || Nichts hat geholfen, es war alles umsonst.",89
b1_3094,B1,"umsteigen, steigt um,","change, change","değişiklik, değişiklik","cambiar, cambiar","umsteigen, steigt um,",,word,,,,90
b1_3095,B1,stieg um,rose,gül,rosa,"stieg um, ist umgestiegen",,verb,,ist umgestiegen,In Ulm müssen Sie umsteigen.,90
b1_3096,B1,"umtauschen, tauscht um,","exchange, exchange","takas, takas","intercambiar, intercambiar","umtauschen, tauscht um,",,word,,,,90
b1_3097,B1,"tauschte um,",exchanged,takas edildi,intercambiado,"tauschte um, 1.",,word,,hat umgetauscht,Ich möchte diese Bluse umtauschen. || Sie passt mir nicht. || Wo kann ich Geld umtauschen?,90
